name	filename	type	projectName	description	tagList	captionList	groupList	projectURL
Detail	Deluge-IMG_1681.JPG	image	Deluge	Perspective detail of electronics.	"[""electronicart"",""soundart"",""lightart"",""sculpturalelectronics"",""sculpture"",""electronicsculpture"",""whitenoise"",""noise""]"	"[""A sculptural electronic installation that translates reverberations from the big bang into light and sound."",""As digital technologies become more adept at reducing interference and noise through omission and censorship, we are quickly losing touch with unmediated white noise, that static hush in between the stations, and playground for the imagination."",""Many antenna like structures, LED strands are clustered together, each representing the activity of the broadband white noise being picked up by simple transistor receivers. From these discrete elements, a cloud of lights is formed, filling the space with a form activated by the absence of pre-determined content.""]"	"[""Deluge""]"	https://phillipstearns.wordpress.com/projects/deluge/
Detail	Deluge-IMG_1686.JPG	image	Deluge	Perspective detail of electronics.	"[""electronicart"",""soundart"",""lightart"",""sculpturalelectronics"",""sculpture"",""electronicsculpture"",""whitenoise"",""noise""]"	"[""A sculptural electronic installation that translates reverberations from the big bang into light and sound."",""As digital technologies become more adept at reducing interference and noise through omission and censorship, we are quickly losing touch with unmediated white noise, that static hush in between the stations, and playground for the imagination."",""Many antenna like structures, LED strands are clustered together, each representing the activity of the broadband white noise being picked up by simple transistor receivers. From these discrete elements, a cloud of lights is formed, filling the space with a form activated by the absence of pre-determined content.""]"	"[""Deluge""]"	https://phillipstearns.wordpress.com/projects/deluge/
Installation Detail	Deluge-img_3389.jpg	image	Deluge	Close-up of LEDs.	"[""electronicart"",""soundart"",""lightart"",""sculpturalelectronics"",""sculpture"",""electronicsculpture"",""whitenoise"",""noise""]"	"[""A sculptural electronic installation that translates reverberations from the big bang into light and sound."",""As digital technologies become more adept at reducing interference and noise through omission and censorship, we are quickly losing touch with unmediated white noise, that static hush in between the stations, and playground for the imagination."",""Many antenna like structures, LED strands are clustered together, each representing the activity of the broadband white noise being picked up by simple transistor receivers. From these discrete elements, a cloud of lights is formed, filling the space with a form activated by the absence of pre-determined content.""]"	"[""Deluge""]"	https://phillipstearns.wordpress.com/projects/deluge/
Installation Detail	Deluge-img_3401.jpg	image	Deluge	Extreme close-up of LEDs.	"[""electronicart"",""soundart"",""lightart"",""sculpturalelectronics"",""sculpture"",""electronicsculpture"",""whitenoise"",""noise""]"	"[""A sculptural electronic installation that translates reverberations from the big bang into light and sound."",""As digital technologies become more adept at reducing interference and noise through omission and censorship, we are quickly losing touch with unmediated white noise, that static hush in between the stations, and playground for the imagination."",""Many antenna like structures, LED strands are clustered together, each representing the activity of the broadband white noise being picked up by simple transistor receivers. From these discrete elements, a cloud of lights is formed, filling the space with a form activated by the absence of pre-determined content.""]"	"[""Deluge""]"	https://phillipstearns.wordpress.com/projects/deluge/
001	DigitalNomads_001.jpg	image	Digital Nomads 	Weaving stretched to form distortions.	"[""textile"",""wallhanging"",""textileart"",""algorithmicart"",""digitalart"",""textiledesign"",""opart""]"	"[""Completed: 2016\n\nMedia: computationally designed and Jacquard woven textile, wood stretcher\n\nDimensions: 36in x 48in""]"	"[""Digital Nomads""]"	https://phillipstearns.com/artwork#/digital-nomads/
002	DigitalNomads_002.jpg	image	Digital Nomads 	Stretched digital weaving.	"[""textile"",""wallhanging"",""textileart"",""algorithmicart"",""digitalart"",""textiledesign"",""opart""]"	"[""Completed: 2016\n\nMedia: computationally designed and Jacquard woven textile, wood stretcher\n\nDimensions: 36in x 48in""]"	"[""Digital Nomads""]"	https://phillipstearns.com/artwork#/digital-nomads/
Performance Setup	Dimmer-IMG_4300.jpg	image	Dimmer	"Oscilloscope, soldering station, electronic parts, ""The Art of Electronics"" book."	"[""electronicart"",""analog"",""lightart"",""lightsculpture"",""soundart"",""electronicart"",""lightinstallation"",""sculpture"",""electronicsculpture"",""installationart""]"	"[""Completed in 2006 during graduate studies in music composition as part of the integrated media program.\n\nAnalog electronics typically designed to create and amplify a single tone are instead used to illuminate a space with a single bulb that grows completely dark over the course of 7 days.""]"	"[""Dimmer""]"	
Installation View	Dimmer-IMG_4333.jpg	image	Dimmer	The sculpture installed in mostly empty space.	"[""electronicart"",""analog"",""lightart"",""lightsculpture"",""soundart"",""electronicart"",""lightinstallation"",""sculpture"",""electronicsculpture"",""installationart""]"	"[""Completed in 2006 during graduate studies in music composition as part of the integrated media program.\n\nAnalog electronics typically designed to create and amplify a single tone are instead used to illuminate a space with a single bulb that grows completely dark over the course of 7 days.""]"	"[""Dimmer""]"	
Installation Detail	Dimmer-IMG_4334.jpg	image	Dimmer	"A large incandescent light, driven by handmade amplifier."	"[""electronicart"",""analog"",""lightart"",""lightsculpture"",""soundart"",""electronicart"",""lightinstallation"",""sculpture"",""electronicsculpture"",""installationart""]"	"[""Completed in 2006 during graduate studies in music composition as part of the integrated media program.\n\nAnalog electronics typically designed to create and amplify a single tone are instead used to illuminate a space with a single bulb that grows completely dark over the course of 7 days.""]"	"[""Dimmer""]"	
Breadboard	DIY-CMOS-Intensive-Image.jpg	image	Protochiptunes	Close-up of a CD4040 12-bit counter IC.	"[""breadboard"",""electronics"",""electronicmusic"",""modular"",""synthesizer"",""modularsynth"",""CMOS"",""1bitmusic"",""chiptune"",""chiptunes"",""protochiptunes""]"	"[""The hypothetical ancestor of modern-day 8-bit video game music, known as “Chiptunes”."",""Made using CMOS digital logic microchips placed precariously on breadboards, temporary prototyping surfaces for building and designing circuits."",""The performance of these instruments is a navigation of silicon based musical terrain through live re-wiring of the circuit’s connections."",""Where chiptune musicians and composers work with programmable computing systems to produce video-game style music, protochiptunes is a hardware-based approach. There’s no programming involved—or rather, the placement of jumper wires programs the circuit in real-time.""]"	"[""Protochiptunes""]"	https://phillipstearns.wordpress.com/projects/protochiptunes-2010/
Breadboard	DIY-CMOS-Intensive-Image2.jpg	image	Protochiptunes	Patch programmable hybrid digital/analog sequencer.	"[""breadboard"",""electronics"",""electronicmusic"",""modular"",""synthesizer"",""modularsynth"",""CMOS"",""1bitmusic"",""chiptune"",""chiptunes"",""protochiptunes""]"	"[""The hypothetical ancestor of modern-day 8-bit video game music, known as “Chiptunes”."",""Made using CMOS digital logic microchips placed precariously on breadboards, temporary prototyping surfaces for building and designing circuits."",""The performance of these instruments is a navigation of silicon based musical terrain through live re-wiring of the circuit’s connections."",""Where chiptune musicians and composers work with programmable computing systems to produce video-game style music, protochiptunes is a hardware-based approach. There’s no programming involved—or rather, the placement of jumper wires programs the circuit in real-time.""]"	"[""Protochiptunes""]"	https://phillipstearns.wordpress.com/projects/protochiptunes-2010/
Eclipse - Diagram	eclipse-IMG_4091.jpg	image	Eclipse	"A meditative sound sculpture the explores resonance, perception and presence. "	"[""soundart"",""speaker"",""puredata"",""soundinstallation"",""creativecoding"",""minimal""]"	"[""2006\n\nSpeakers, custom code written with Pure Data, home stereo amplifier.\n\nTwo sine tones are programmed to sweep the range of human hearing, starting from opposite ends of the frequency spectrum.""]"	"[""Eclipse""]"	
Eclipse	eclipse-IMG_4092.jpg	image	Eclipse	"A meditative sound sculpture the explores resonance, perception and presence. "	"[""soundart"",""speaker"",""puredata"",""soundinstallation"",""creativecoding"",""minimal""]"	"[""2006\n\nSpeakers, custom code written with Pure Data, home stereo amplifier.\n\nTwo sine tones are programmed to sweep the range of human hearing, starting from opposite ends of the frequency spectrum.""]"	"[""Eclipse""]"	
Eclipse	eclipse-IMG_4094.jpg	image	Eclipse	"A meditative sound sculpture the explores resonance, perception and presence. "	"[""soundart"",""speaker"",""puredata"",""soundinstallation"",""creativecoding"",""minimal""]"	"[""2006\n\nSpeakers, custom code written with Pure Data, home stereo amplifier.\n\nTwo sine tones are programmed to sweep the range of human hearing, starting from opposite ends of the frequency spectrum.""]"	"[""Eclipse""]"	
Eclipse - Poster	eclipse-poster.jpg	image	Eclipse	"A meditative sound sculpture the explores resonance, perception and presence. "	"[""soundart"",""speaker"",""puredata"",""soundinstallation"",""creativecoding"",""minimal""]"	"[""2006\n\nSpeakers, custom code written with Pure Data, home stereo amplifier.\n\nTwo sine tones are programmed to sweep the range of human hearing, starting from opposite ends of the frequency spectrum.""]"	"[""Eclipse""]"	
Installation View	FragmentedMemory-4927.jpg	image	Fragmented Memory	A triptych of large woven tapestries.	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013 in Tilburg, NL at the Audax Textiel Museum’s Textiellab\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
XAE 222RGB 336px	FragmentedMemory-4928.jpg	image	Fragmented Memory	Woven visualization of a memory dump.	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
